,Date,Address
,2020-02-13,WOOD Street @ JUNIPER Street
,2020-02-14,HANCOCK Lane @ BROMLEY Boulevard
,2020-02-15,147 LAGORCE Boulevard
,2020-02-15,4151 S RT 130
,2020-02-15,37 CREEKSIDE Way
,2020-02-15,320 CONROW Street APT 149
,2020-02-15,320 CONROW Street 149
,2020-02-16,W 5th Street W @ EYRE Street
,2020-02-16,115 SUNSET Road SUITE 111
,2020-02-16,EARL Street @ E BROAD Street
,2020-02-17,4421 S RT 130
,2020-02-17,870 N US-130 m4
,2020-02-17,WOOD Street @ GREENWOOD Avenue
,2020-02-17,110 BENFORD Lane
,2020-02-18,4207 S RT 130
,2020-02-19,870 E US-130 N S12
,2020-02-19,MOUNT HOLLY Road @ CONNECTICUT Drive
,2020-02-19,RANCOCAS Road @ SUNSET Road
,2020-02-19,115 SUNSET Road SUITE 111
,2020-02-19,2021 S RT 130
,2020-02-20,201 RT 130
,2020-02-20,26 NEVEDA Lane
,2020-02-20,2000 BURLINGTON Bypass APT 66
,2020-02-20,255 E PEARL Street APT 201
,2020-02-20,115 SUNSET Road SUITE 111
,2020-02-21,JOHN F KENNEDY Way @ SALEM Road
,2020-02-22,870 N US-130 F6
,2020-02-22,4364 RT 130
,2020-02-22,S US-130 @ KINGSBRIDGE Drive
,2020-02-22,902 JACKSONVILLE Road 315
,2020-02-23,2919 RT 206
,2020-02-24,1817 RT 541
,2020-02-24,902 JACKSONVILLE Road 1461
,2020-02-25,1817 RT 541
,2020-02-25,4980 N US-295
,2020-02-26,111 SUNSET Road ROOM 134
,2020-02-27,111 SUNSET Road 136
,2020-02-27,FLORENCE COLUMBUS Road @ OLD YORK Road
,2020-02-29,W BROAD Street @ WOOD Street
,2020-02-29,141 CREEKSIDE Way
,2020-02-29,4364 RT 130
,2020-02-29,23 WALL Street APT 23
,2020-02-29,N US-130 @ BEVERLY RANCOCAS Road
,2020-02-29,1817 RT 541
,2020-03-01,WOODLANE Road @ WARREN Street
,2020-03-01,240 E PEARL Street 301
,2020-03-02,240 E PEARL Street 301
,2020-03-02,870 N US-130 S12
,2020-03-02,901 BROAD Street 606
,2020-03-02,1421 KENNYS CV
,2020-03-02,MOUNT HOLLY Road @ CADILLAC Road
,2020-03-03,WARREN Street @ CLIFF Avenue
,2020-03-03,115 SUNSET Road SUITE 111
,2020-03-04,US-130 @ LINCOLN Avenue
,2020-03-04,4700 N NJTP
,2020-03-04,COOPER Street @ HENDRICKSON Avenue
,2020-03-05,115 SUNSET Road A20
,2020-03-05,4167 S RT 130
,2020-03-05,2000 BURLINGTON Bypass-PASS
,2020-03-05,1105 SUNSET Road UNIT 5
,2020-03-06,691 HIGH Street 2A
,2020-03-06,OLD YORK Road @ JACKSONVILLE Road
,2020-03-06,OLD YORK Road @ JACKSONVILLE Road
,2020-03-06,115 SUNSET Road SUITE 111
,2020-03-06,115 SUNSET Road SUITE 111
,2020-03-07,1405 KENNYS CV
,2020-03-07,E BROAD Street @ LAWRENCE Street
,2020-03-07,58 W RT 130 S
,2020-03-07,902 JACKSONVILLE Road 107
,2020-03-07,RAILROAD Avenue @ COOPER Street
,2020-03-08,320 CONROW Street 200
,2020-03-08,MOUNT HOLLY Road @ DELANCO Road
,2020-03-08,115 SUNSET Road SUITE 111
,2020-03-08,4167 S RT 130
,2020-03-08,OLD YORK Road @ BURLINGTON COLUMBUS Road
,2020-03-09,4340 RT 130
,2020-03-09,WARREN Street @ WOODLANE Road
,2020-03-09,4361 S RT 130
,2020-03-09,NORTHGATE VILLAGE APTS 30 67
,2020-03-09,1701 SALEM Road APT J-11
,2020-03-10,115 SUNSET Road SUITE 111
,2020-03-10,YORK Street @ JONES Avenue
,2020-03-10,1824 N RT 130
,2020-03-10,4387 S RT 130
,2020-03-10,902 JACKSONVILLE Road 107
,2020-03-10,S US-130 @ MOUNT HOLLY Road
,2020-03-11,2835 RT206
,2020-03-11,4167 S RT 130
,2020-03-11,870 E US-130 N U-4
,2020-03-11,255 E PEARL Street 127
,2020-03-11,4318 N RT 130
,2020-03-12,902 JACKSONVILLE Road FLR 1
,2020-03-12,902 JACKSONVILLE Road 156
,2020-03-12,20 FLORENCE TOLLGATE Road 7
,2020-03-13,2305 RANCOCAS Road 226
,2020-03-13,4151 S RT 130
,2020-03-13,902 JACKSONVILLE Road 2416
,2020-03-13,51 STONE VILLA
,2020-03-14,4920 N US-295
,2020-03-14,1508 MOUNT HOLLY Road 229
,2020-03-14,1817 RT 541
,2020-03-14,2000 BURLINGTON Bypass-PASS
,2020-03-14,10 W RT95
,2020-03-14,1824 N RT 130
,2020-03-15,2305 RANCOCAS Road 141-A
,2020-03-15,2305 RANCOCAS Road UNKN
,2020-03-15,1817 RT 541
,2020-03-15,200 E BROAD Street APT 5
,2020-03-15,1824 N US-130 106
,2020-03-16,870 N US-130 E1
,2020-03-16,7 STONE VILLA
,2020-03-16,115 SUNSET Road SUITE 111
,2020-03-16,7 STONE VILLA
,2020-03-17,902 JACKSONVILLE Road FLR 1
,2020-03-17,255 E PEARL Street 207
,2020-03-18,255 E PEARL Street 207
,2020-03-18,240 E PEARL Street 305
,2020-03-18,4167 S RT 130
,2020-03-18,2000 BURLINGTON Bypass-PASS
,2020-03-18,2305 RANCOCAS Road UNKN
,2020-03-19,902 JACKSONVILLE Road 312
,2020-03-19,175 CREEKSIDE Way
,2020-03-19,3RD Street @ COOPER Street
,2020-03-19,320 CONROW Street 149
,2020-03-20,902 JACKSONVILLE Road FLR 1
,2020-03-20,N US-130 @ NECK Road
,2020-03-20,1294 COOPER Street 10A
,2020-03-22,870 N US-130 E1
,2020-03-22,870 N US-130 E1
,2020-03-22,200 E BROAD Street APT 5
,2020-03-22,255 E PEARL Street 127
,2020-03-23,1508 MOUNT HOLLY Road 109
,2020-03-23,255 E PEARL Street 206
,2020-03-23,115 SUNSET Road SUITE 111
,2020-03-23,2000 BURLINGTON Bypass-PASS
,2020-03-23,902 JACKSONVILLE Road FLR 1
,2020-03-23,CAMPBELL Drive @ WILLINGBORO Way
,2020-03-23,1508 MOUNT HOLLY Road 109
,2020-03-24,2000 BURLINGTON Bypass-PASS
,2020-03-24,902 JACKSONVILLE Road 307B
,2020-03-24,255 E PEARL Street 502
,2020-03-25,2305 RANCOCAS Road UNKN
,2020-03-25,HIGH Street @ N US-130
,2020-03-25,5080 S US-295
,2020-03-26,902 JACKSONVILLE Road 136
,2020-03-26,2 VAUGHN Way
,2020-03-26,870 E US-130 N S3
,2020-03-27,2305 RANCOCAS Road 129A
,2020-03-28,902 JACKSONVILLE Road 386
,2020-03-28,9 CREEKSIDE Way
,2020-03-28,2000 BURLINGTON Bypass 290
,2020-03-28,RANCOCAS / GARFIELD Drive
,2020-03-29,1508 MOUNT HOLLY Road 105
,2020-03-29,1508 MOUNT HOLLY Road 105
,2020-03-29,4355 S RT 130
,2020-03-29,255 E PEARL Street 205
,2020-03-30,1824 N RT 130
,2020-03-31,240 E PEARL Street 304
,2020-03-31,US-130 @ KEIM
,2020-03-31,4185 S RT 130
,2020-03-31,4295 S RT 130
,2020-04-01,2000 BURLINGTON Bypass APT 67
,2020-04-01,115 SUNSET Road SUITE 111
,2020-04-02,2305 RANCOCAS Road 223A
,2020-04-02,505 MITCHELL Avenue 507
,2020-04-03,2305 RANCOCAS Road 224A
,2020-04-03,115 SUNSET Road 829B
,2020-04-03,4225 S RT 130
,2020-04-03,S US-130 @ MOUNT HOLLY Road
,2020-04-03,30 STONE VILLA
,2020-04-04,4159 S RT 130
,2020-04-04,4167 S RT 130
,2020-04-04,4167 S RT 130
,2020-04-04,240 E PEARL Street 205
,2020-04-05,4259 S RT 130
,2020-04-05,240 E PEARL Street 109
,2020-04-05,E FEDERAL Street @ YORK Street
,2020-04-05,2305 RANCOCAS Road 223
,2020-04-05,870 N US-130 S3
,2020-04-06,870 E US-130 N S12
,2020-04-06,240 E PEARL Street 306
,2020-04-06,7 VAUGHN Way
,2020-04-06,111 SUNSET Road 138
,2020-04-07,2000 BURLINGTON BYPASS APT 67
,2020-04-07,1130 SUNSET Road 4O
,2020-04-08,2305 RANCOCAS Road UNKN
,2020-04-08,S US-130 @ JONES Street
,2020-04-08,185 CREEKSIDE Way
,2020-04-09,1130 SUNSET Road 7J
,2020-04-09,BROMLEY Boulevard @ OXMEAD Road
,2020-04-10,2305 RANCOCAS Road UNKN
,2020-04-10,115 SUNSET Road SUITE 111
,2020-04-11,20 BISBEE Drive
,2020-04-11,55 SUNSET Road 209
,2020-04-11,320 CONROW Street 244
,2020-04-12,2305 RANCOCAS Road 226-A
,2020-04-12,2305 RANCOCAS Road 109B
,2020-04-12,RAILROAD Avenue @ COOPER Street
,2020-04-12,319 HIGH Street 2A
,2020-04-12,111 SUNSET Road 132
,2020-04-12,2305 RANCOCAS Road 124 b
,2020-04-13,5080 S US-295
,2020-04-13,1714 HANCOCK Lane APT 225
,2020-04-14,255 E PEARL Street 107
,2020-04-14,115 CREEKSIDE Way
,2020-04-15,185 CREEKSIDE Way
,2020-04-15,902 JACKSONVILLE Road 315
,2020-04-15,2305 RANCOCAS Road UNKN
,2020-04-16,240 E PEARL Street 305
,2020-04-16,DELANCO Road @ BRIDGEBORO Road
,2020-04-16,175 CREEKSIDE Way
,2020-04-17,1508 MOUNT HOLLY Road 229
,2020-04-17,2000 BURLINGTON Bypass-PASS
,2020-04-17,2305 RANCOCAS Road UNKN
,2020-04-17,S US-130 @ WOODLANE Road
,2020-04-17,13 FLORENCE TOLLGATE APTS 6
,2020-04-18,1714 HANCOCK Lane 213
,2020-04-19,115 SUNSET Road E15B
,2020-04-19,255 E PEARL Street 509
,2020-04-19,901 BROAD Street 605
,2020-04-19,2305 RANCOCAS Road 129b
,2020-04-19,320 CONROW Street 242
,2020-04-19,1306 COOPER Street 79
,2020-04-20,902 JACKSONVILLE Road 257
,2020-04-20,115 SUNSET Road SUITE 111
,2020-04-20,HIGH Street @ N US-130
,2020-04-20,2305 RANCOCAS Road 227B
,2020-04-20,115 SUNSET Road SUITE 111
,2020-04-21,4167 S RT 130
,2020-04-21,4397 RT 130
,2020-04-21,2305 RANCOCAS Road 220
,2020-04-21,255 E PEARL Street 127
,2020-04-21,115 SUNSET Road SUITE 111
,2020-04-21,1 E PA EXT
,2020-04-22,5140 N US-295
,2020-04-22,2305 RANCOCAS Road 115b
,2020-04-22,1815 N RT 130 UNIT 1
,2020-04-22,S US-130 @ HORNBERGER Avenue
,2020-04-22,4367 S RT 130
,2020-04-23,902 JACKSONVILLE Road FLR 1
,2020-04-23,1714 HANCOCK Lane 202
,2020-04-23,US-130 @ KEIM
,2020-04-23,N US-130 @ VAN SCIVER Parkway
,2020-04-24,115 SUNSET Road SUITE 111
,2020-04-24,111 SUNSET Road 124
,2020-04-24,FRONT Street @ BROAD Street
,2020-04-24,902 JACKSONVILLE Road 126
,2020-04-24,1701 SALEM Road 12G
,2020-04-24,105 BENFORD Lane
,2020-04-25,S US-130 @ PRINCETON Circle
,2020-04-25,COOPER Street @ CHURCH Street
,2020-04-25,S US-130 @ PRINCETON Circle
,2020-04-26,1701 SALEM Road L1
,2020-04-26,2305 RANCOCAS Road 227B
,2020-04-27,81 CREEKSIDE Way
,2020-04-27,902 JACKSONVILLE Road 346
,2020-04-28,902 JACKSONVILLE Road 3421
,2020-04-28,DELANCO Road @ BRIDGEBORO Road
,2020-04-28,14 JERRY'S Drive
,2020-04-28,2305 RANCOCAS Road 151B
,2020-04-28,255 E PEARL Street 327
,2020-04-29,SAINT MARY Street @ E BROAD Street
,2020-04-29,2305 RANCOCAS Road 145B
,2020-04-29,255 E PEARL Street 207
,2020-04-29,255 E PEARL Street 207
,2020-04-30,2305 RANCOCAS Road UNKN
,2020-04-30,115 SUNSET Road 14A
,2020-04-30,870 N US-130 p3
,2020-04-30,1701 SALEM Road c5
,2020-04-30,1414 KENNYS CV
,2020-05-01,1824 N RT 130
,2020-05-01,4428 S RT 130
,2020-05-02,115 SUNSET Road D31-2
,2020-05-02,JONES Street @ BORDENTOWN Road
,2020-05-02,1210 N US-130 336
,2020-05-02,115 SUNSET Road SUITE 111
,2020-05-03,2835 RT206
,2020-05-03,350 RIVERBANK
,2020-05-03,1714 HANCOCK Lane 210
,2020-05-04,255 E PEARL Street 221
,2020-05-04,1714 HANCOCK Lane 137
,2020-05-05,SUNSET Road @ VAN SCIVER Parkway
,2020-05-06,1701 SALEM Road J11
,2020-05-07,MOUNT HOLLY Road @ BROMLEY Boulevard
,2020-05-07,24 DARRS AL
,2020-05-07,24 DARRS AL
,2020-05-07,JONES Street @ BROAD Street
,2020-05-07,SALEM Road @ GLENWOOD Avenue
,2020-05-08,4306 RT 130
,2020-05-09,1210 N US-130 324
,2020-05-09,COLUMBUS Road @ N US-130
,2020-05-09,4423 S RT 130
,2020-05-09,SUNSET Road @ SALEM Road
,2020-05-10,9 SCHREIBEL Court
,2020-05-11,115 SUNSET Road 10A
,2020-05-11,1508 MOUNT HOLLY Road 112
,2020-05-12,NECK Road @ COLUMBUS Road
,2020-05-12,1817 RT 541
,2020-05-13,255 E PEARL Street 201
,2020-05-13,4318 N RT 130
,2020-05-13,2000 BURLINGTON Bypass-PASS
,2020-05-14,OLD YORK Road @ BURLINGTON COLUMBUS Road
,2020-05-14,72 BENFORD Lane
,2020-05-14,JONES Avenue @ YORK Street
,2020-05-15,4980 N US-295
,2020-05-15,58 W RT 130 S
,2020-05-17,2835 RT206
,2020-05-17,2000 BURLINGTON Bypass 273
,2020-05-17,115 SUNSET Road E20
,2020-05-18,902 JACKSONVILLE Road 240A
,2020-05-18,RAILROAD Avenue @ COOPER Street
,2020-05-19,505 MITCHELL Avenue 508
,2020-05-19,LIPPINCOTT Avenue @ SPENCER Drive
,2020-05-20,5060 N US-295
,2020-05-20,1210 N US-130 324
,2020-05-21,INDEPENDENCE Road @ CEDAR Lane
,2020-05-21,1130 SUNSET Road 5A
,2020-05-21,1816 MOUNT HOLLY Road SUITE 102
,2020-05-21,255 E PEARL Street 424
,2020-05-22,902 JACKSONVILLE Road 377A
,2020-05-23,401 INDEPENDENCE Road
,2020-05-24,4900 N US-295
,2020-05-24,COOPER Street @ HESS Avenue
,2020-05-24,4167 S RT 130
,2020-05-25,TATHAM Street @ PENN Street
,2020-05-25,2000 BURLINGTON Bypass 67
,2020-05-26,1508 MOUNT HOLLY Road 205
,2020-05-28,1823 JACKSONVILLE JOBSTOWN
,2020-05-29,1817 RT 541
,2020-05-29,111 SUNSET Road 121
,2020-05-29,902 JACKSONVILLE Road 127
,2020-05-31,320 CONROW Street 236
,2020-05-31,W 2nd Street @ FOUNDRY Street
,2020-05-31,1201 N RT 130
,2020-06-02,115 SUNSET Road SUITE 111
,2020-06-03,1714 HANCOCK Lane 203
,2020-06-03,2031 RT 130
,2020-06-04,27 STONE VILLA
,2020-06-04,2919 RT 206
,2020-06-04,S US-130 @ HORNBERGER Avenue
,2020-06-04,933 E RT 130
,2020-06-04,1817 RT 541
,2020-06-04,SALEM Road @ CYNWYD Drive
,2020-06-05,SALEM Road @ CYNWYD Drive
,2020-06-05,1640 BURLINGTON JACKSONVILLE
,2020-06-05,SUNSET Road @ RANCOCAS Road
,2020-06-05,RANCOCAS Road @ MOUNT HOLLY Road
,2020-06-05,902 JACKSONVILLE Road FLR 3
,2020-06-06,811 SUNSET Road SUITE A
,2020-06-06,111 SUNSET Road 118
,2020-06-06,2919 RT 206
,2020-06-06,2919 RT206
,2020-06-07,S US-130 @ KEIM
,2020-06-07,GEROME Avenue @ ELLIS Avenue
,2020-06-07,2000 BURLINGTON Bypass 65
,2020-06-08,255 E PEARL Street 201
,2020-06-08,1817 RT 541
,2020-06-08,36 VAUGHN Way
,2020-06-09,240 E PEARL Street 101
,2020-06-09,115 SUNSET Road 1A
,2020-06-10,1714 HANCOCK Lane 233
,2020-06-10,20 BISBEE Drive
,2020-06-10,902 JACKSONVILLE Road 2424
,2020-06-10,4167 S RT 130
,2020-06-10,115 SUNSET Road SUITE 111
,2020-06-10,1600 RT 656
,2020-06-10,4295 S RT 130
,2020-06-11,S US-130 @ COUNTY RTE MOTT Avenue
,2020-06-12,1294 COOPER Street A14
,2020-06-12,212 RIVERBANK Street
,2020-06-13,4167 S RT 130
,2020-06-13,240 E PEARL Street 101
,2020-06-13,1714 HANCOCK Lane 103
,2020-06-14,255 E PEARL Street 221
,2020-06-14,4367 S RT 130
,2020-06-15,240 E PEARL Street 101
,2020-06-15,255 E PEARL Street 222
,2020-06-15,240 E PEARL Street 201
,2020-06-16,115 SUNSET Road SUITE 111
,2020-06-16,SAINT MARY Street @ JONES Avenue
,2020-06-17,2503 RT 541
,2020-06-17,20 BISBEE Drive
,2020-06-17,1508 MOUNT HOLLY Road 229
,2020-06-17,WARREN Street @ BROAD Street
,2020-06-17,1130 SUNSET Road 4N
,2020-06-18,1306 COOPER Street 64
,2020-06-18,115 SUNSET Road d19
,2020-06-18,902 JACKSONVILLE Road 1417
,2020-06-18,115 SUNSET Road 31A
,2020-06-19,1824 N US-130 113
,2020-06-19,1508 MOUNT HOLLY Road 205
,2020-06-19,WOODLANE Road @ WARREN Street
,2020-06-20,OXMEAD Road @ BROMLEY Boulevard
,2020-06-20,2919 RT 206
,2020-06-20,240 E PEARL Street APT 201
,2020-06-21,15 BISBEE Drive
,2020-06-21,1405 KENNYS CV
,2020-06-21,902 JACKSONVILLE Road 2461
,2020-06-21,1306 COOPER Street 85
,2020-06-21,1508 MOUNT HOLLY Road 205
,2020-06-21,1824 N RT 130
,2020-06-21,870 E US-130 N S
,2020-06-22,115 SUNSET Road SUITE 111
,2020-06-22,902 JACKSONVILLE Road 304
,2020-06-22,505 MITCHELL Avenue 211
,2020-06-22,2000 BURLINGTON Bypass 13-65
,2020-06-23,111 SUNSET Road 118
,2020-06-23,20 BISBEE Drive
,2020-06-23,902 JACKSONVILLE Road 1460
,2020-06-23,115 SUNSET Road SUITE 111
,2020-06-23,55 SUNSET Road 513
,2020-06-24,870 N US-130 a6
,2020-06-24,1824 N US-130 113
,2020-06-24,255 E PEARL Street 207
,2020-06-24,902 JACKSONVILLE Road 2407
,2020-06-24,4225 S RT 130
,2020-06-24,255 E PEARL Street 207
,2020-06-25,27 STONE VILLA
,2020-06-25,2885 RT 206
,2020-06-25,111 SUNSET Road 138
,2020-06-26,708 GARNET Drive 708
,2020-06-26,255 E PEARL Street 306
,2020-06-27,255 E PEARL Street APT 120
,2020-06-27,56 RIVERBANK
,2020-06-27,2000 BURLINGTON Bypass 151
,2020-06-28,1714 HANCOCK Lane 202
,2020-06-28,2885 RT 206
,2020-06-28,2919 RT 206
,2020-06-28,452 JULIUSTOWN GEORGETOWN
,2020-06-28,1294 COOPER Street 6B
,2020-06-28,COOPER Street @ FRONT Street
,2020-06-29,255 E PEARL Street 411
,2020-06-29,RIVER WALK Boulevard @ CREEKSIDE Way
,2020-06-29,4800 N US-295
,2020-06-29,111 SUNSET Road 103
,2020-06-29,BORDENTOWN Road @ THOMPSON Street
,2020-06-29,902 JACKSONVILLE Road 1440
,2020-06-29,902 JACKSONVILLE Road FLR 3
,2020-06-30,CHARLESTON Road @ N US-130
,2020-06-30,870 US-130 N 6M
,2020-06-30,1130 SUNSET Road 1 INDIA
,2020-07-01,1701 SALEM Road L9
,2020-07-01,RAILROAD Avenue @ COOPER Street
,2020-07-01,255 E PEARL Street 411
,2020-07-01,2835 RT206
,2020-07-02,902 JACKSONVILLE Road 103
,2020-07-02,MOUNT HOLLY Road @ GARNET Drive
,2020-07-02,1701 SALEM Road K9
,2020-07-02,1701 SALEM Road K9
,2020-07-03,S US-130 @ MOUNT HOLLY Road
,2020-07-03,RAILROAD Avenue @ COOPER Street
,2020-07-04,S US-130 @ KINGSBRIDGE Drive
,2020-07-04,2885 RT206
,2020-07-04,2885 RT206
,2020-07-04,4267 S RT 130
,2020-07-04,WASHINGTON Avenue @ W BROAD Street
,2020-07-04,1824 N RT 130
,2020-07-04,MITCHELL Avenue @ E FEDERAL Street
,2020-07-05,MITCHELL Avenue @ E FEDERAL Street
,2020-07-05,4 BARNWELL Drive
,2020-07-06,902 JACKSONVILLE Road 234
,2020-07-06,1824 N RT 130
,2020-07-06,DRESSER Avenue @ MOUNT HOLLY Road
,2020-07-07,902 JACKSONVILLE Road 1444
,2020-07-07,BUSTLETON Road @ EQUESTRIAN Drive
,2020-07-07,240 E PEARL Street 204
,2020-07-07,REED Street @ W UNION Street
,2020-07-07,4159 S RT 130
,2020-07-08,902 JACKSONVILLE Road 126
,2020-07-08,870 N US-130 S12
,2020-07-08,SALEM Road @ SUNSET Road
,2020-07-08,3 FLORENCE TOLLGATE Place UNIT 2
,2020-07-09,2000 BURLINGTON Bypass-PASS
,2020-07-09,240 E PEARL Street 205
,2020-07-09,1824 N RT 130
,2020-07-09,1104 E US-130 N
,2020-07-09,RAILROAD Avenue @ COOPER Street
,2020-07-10,55 SUNSET Road 210
,2020-07-10,240 E PEARL Street 201
,2020-07-11,2919 RT 206
,2020-07-11,4491 S RT 130
,2020-07-12,240 E PEARL Street 201
,2020-07-12,N US-295 EXIT 47A @ MOUNT HOLLY Road
,2020-07-13,240 E PEARL Street 201
,2020-07-13,4318 N RT 130
,2020-07-13,JOHN F KENNEDY Way @ BEVERLY RANCOCAS Road
,2020-07-13,1508 MOUNT HOLLY Road 208
,2020-07-14,SUNSET Road @ RANCOCAS Road
,2020-07-14,320 CONROW Street 149
,2020-07-16,S US-130 @ DELAWARE Avenue
,2020-07-16,115 SUNSET Road fl 1
,2020-07-17,5508 S NJTP
,2020-07-17,20 BISBEE Drive
,2020-07-18,505 MITCHELL Avenue 204
,2020-08-04,29 BARNWELL Drive
,2020-08-07,E BROAD Street @ YORK Street
,2020-08-09,2919 RT 206
,2020-08-09,2885 RT 206
,2020-08-11,115 SUNSET Road e33
,2020-08-12,BUSTLETON Road @ STEEPLECHASE Boulevard
,2020-08-13,902 JACKSONVILLE Road 367
,2020-08-17,1700 COLUMBUS Road 102
,2020-08-20,2741 RT 206
,2020-08-20,2919 RT 206
,2020-08-23,1701 SALEM Road J7
,2020-08-29,309 NORTHGATE VILLAGE T65
,2020-08-31,870 E US-130 N A3
,2020-09-04,902 JACKSONVILLE Road FLR 1
,2020-09-14,OLD YORK Road @ LITTLE OXMEAD Road
,2020-09-28,902 JACKSONVILLE Road FLR 1
,2020-09-30,902 JACKSONVILLE Road FLR 1
,2020-09-30,115 SUNSET Road SUITE 111
,2020-09-30,111 SUNSET Road 119
,2020-09-30,1508 MOUNT HOLLY Road 211
,2020-10-01,2885 RT 206
,2020-10-01,35 JERRYS Drive
,2020-10-02,OLD YORK Road @ BURLINGTON COLUMBUS Road
,2020-10-02,4740 S US-295
,2020-10-02,902 JACKSONVILLE Road 247
,2020-10-02,1508 MOUNT HOLLY Road 205
,2020-10-03,115 SUNSET Road E12
,2020-10-03,115 SUNSET Road e1a
,2020-10-03,1714 HANCOCK Lane 207
,2020-10-03,FAWN HOLLOW Road @ JACKSONVILLE Road
,2020-10-03,BUSTLETON Road @ STEEPLECHASE Boulevard
,2020-10-03,902 JACKSONVILLE Road FLR 1
,2020-10-04,902 JACKSONVILLE Road FLR 1
,2020-10-04,870 S US-130 S12
,2020-10-05,111 SUNSET Road 128
,2020-10-05,55 SUNSET Road 504
,2020-10-06,S US-130 @ LOGAN Street
,2020-10-06,S US-130 @ HIGH Street
,2020-10-06,S US-130 @ HIGH Street
,2020-10-06,212 WARREN Street 1R
,2020-10-06,SUNSET Road @ RANCOCAS Road
,2020-10-06,4525 S RT 130
,2020-10-07,4361 S RT 130
,2020-10-07,902 JACKSONVILLE Road FLR 1
,2020-10-07,SUNSET Road @ VAN SCIVER Parkway
,2020-10-07,S US-130 @ VANSCIVER Parkway
,2020-10-07,101 GARNET Drive 1L
,2020-10-07,1824 N US-130 113
,2020-10-07,S US-130 @ VANSCIVER Parkway
,2020-10-07,115 SUNSET Road SUITE 111
,2020-10-08,N US-130 @ HIGH Street
,2020-10-08,1701 SALEM Road L4
,2020-10-08,111 SUNSET Road 119
,2020-10-08,902 JACKSONVILLE Road n220
,2020-10-09,111 SUNSET Road 125
,2020-10-09,1508 MOUNT HOLLY Road 211
,2020-10-09,902 JACKSONVILLE Road 317
,2020-10-10,1508 MOUNT HOLLY Road 205
,2020-10-10,1508 MOUNT HOLLY Road 229
,2020-10-10,55 SUNSET Road 520
,2020-10-10,1714 HANCOCK Lane 103
,2020-10-10,620 3RD Street 1F
,2020-10-10,1 REV Drive MARTIN LUTHER KING JR Drive
,2020-10-11,902 JACKSONVILLE Road FLR 1
,2020-10-11,255 E PEARL Street 120
,2020-10-11,1508 MOUNT HOLLY Road 211
,2020-10-12,2692 RT206
,2020-10-12,2885 RT 206
,2020-10-12,350 RIVERBANK
,2020-10-12,902 JACKSONVILLE Road FLR 1
,2020-10-12,TOWN SQUARE Drive @ MOUNT HOLLY Road
,2020-10-12,902 JACKSONVILLE Road 384A
,2020-10-13,902 JACKSONVILLE Road FLR 1
,2020-10-14,111 SUNSET Road 110
,2020-10-14,1508 MOUNT HOLLY Road 213
,2020-10-14,200 CAMPBELL Drive SUITE 107
,2020-10-14,COMMERCE SQUARE Boulevard @ W BROAD Street
,2020-10-15,255 E PEARL Street 418
,2020-10-15,1815 N RT 130 UNIT 1
,2020-10-15,CHARLESTON Road / BARNWELL Drive
,2020-10-15,COMMERCE SQUARE Boulevard @ VETERANS Drive
,2020-10-15,611 GARNET Drive 6L
,2020-10-15,4328 N RT 130
,2020-10-16,255 E PEARL Street 221
,2020-10-16,55 SUNSET Road 206
,2020-10-16,902 JACKSONVILLE Road 226
,2020-10-16,SUNSET Road @ MOUNT HOLLY Road
,2020-10-17,902 JACKSONVILLE Road FLR 1
,2020-10-17,902 JACKSONVILLE Road 3rd fl
,2020-10-17,240 E PEARL Street 102
,2020-10-17,SUNSET Road @ MOUNT HOLLY Road
,2020-10-18,2885 RT 206
,2020-10-18,255 E PEARL Street 101
,2020-10-18,172 CREEKSIDE Way
,2020-10-18,2885 RT 206
,2020-10-18,S US-130 @ E FEDERAL Street
,2020-10-18,870 N US-130 3S
,2020-10-18,DELANCO Road @ BRIDGEBORO Road
,2020-10-18,902 JACKSONVILLE Road 2459
,2020-10-19,MOUNT HOLLY Road @ CADILLAC Drive
,2020-10-20,309 NORTHGATE VILLAGE 253
,2020-10-21,255 E PEARL Street 221
,2020-10-21,1701 SALEM Road C7
,2020-10-21,412 GARNET Drive 4F
,2020-10-22,1 CREEKSIDE Way
,2020-10-22,2885 RT 206
,2020-10-22,111 SUNSET Road 114
,2020-10-22,MOUNT HOLLY Road @ ELBOW Lane
,2020-10-23,1130 SUNSET Road 2E
,2020-10-23,111 SUNSET Road 105
,2020-10-23,4980 S US-295
,2020-10-24,1701 SALEM Road B1
,2020-10-24,W BROAD Street @ COMMERCE SQUARE Boulevard
,2020-10-24,COOPER Street @ S US-130
,2020-10-24,2102 RT 541
,2020-10-24,N US-130 @ BEVERLY RANCOCAS Road
,2020-10-25,398 CHARLESTON Road UNIT 10
,2020-10-25,133 DELACOVE HOMES Street 133
,2020-10-25,1824 N US-130 208
,2020-10-26,MONMOUTH Road @ RT206
,2020-10-26,2951 RT 206
,2020-10-27,4820 S US-295
,2020-10-27,4387 S RT 130
,2020-10-28,DELANCO Road @ BRIDGEBORO Road
,2020-10-28,37 BISBEE Drive
,2020-10-29,TATTERSALL Drive @ HANCOCK Lane
,2020-10-30,95 CEDAR Lane 17B
,2020-10-31,4524 S RT 130
,2020-10-31,2885 RT 206
,2020-11-01,1701 SALEM Road B13
,2020-11-02,870 N US-130 N7
,2020-11-03,870 N US-130 1N
,2020-11-03,870 N US-130 1N
,2020-11-03,870 N US-130 1N
,2020-11-03,255 E PEARL Street 320
